Course_ID,Division,Department,Slot,Day,Room
HS517,NA,HSS,E,Thursday,1101
HS517,NA,HSS,E,Wednesday,1101
HS621,NA,HSS,E1,Friday,1101
HS503,NA,HSS,F,Wednesday,1101
HS623,NA,HSS,A1,Thursday,1102
HS502,NA,HSS,B,Tuesday,1102
HS502,NA,HSS,B,Wednesday,1102
HS521,NA,HSS,B,Monday,1102
HS622,NA,HSS,B,Friday,1102
HS512,NA,HSS,B1,Wednesday,1102
HS622,NA,HSS,C,Thursday,1102
HS623,NA,HSS,C,Friday,1102
HS512,NA,HSS,C1,Tuesday,1102
HS521,NA,HSS,D,Friday,1102
HS521,NA,HSS,D,Thursday,1102
HS604,NA,HSS,D,Monday,1102
HS622,NA,HSS,D1,Monday,1102
HS623,NA,HSS,E,Tuesday,1102
HS512,NA,HSS,F,Monday,1102
HS604,NA,HSS,F,Friday,1102
HS502,NA,HSS,H,Thursday,1102
HS604,NA,HSS,H,Tuesday,1102
MA252,NA,MA,B,Monday,1103
MA252,NA,MA,B,Tuesday,1103
MA252,NA,MA,B,Wednesday,1103
MA271,NA,MA,C,Friday,1103
MA271,NA,MA,C,Monday,1103
MA271,NA,MA,C,Tuesday,1103
MA561,NA,MA,C1,Friday,1103
MA561,NA,MA,C1,Monday,1103
MA561,NA,MA,C1,Tuesday,1103
MA224,NA,MA,D,Friday,1103
MA224,NA,MA,D,Monday,1103
MA224,NA,MA,D,Thursday,1103
MA671,NA,MA,D1,Friday,1103
MA671,NA,MA,D1,Monday,1103
MA671,NA,MA,D1,Thursday,1103
MA519,NA,MA,E,Friday,1103
MA519,NA,MA,E,Thursday,1103
MA519,NA,MA,E,Wednesday,1103
MA641,NA,MA,E1,Friday,1103
MA641,NA,MA,E1,Thursday,1103
MA641,NA,MA,E1,Wednesday,1103
MA212M,NA,MA,F,Friday,1103
MA212M,NA,MA,F,Monday,1103
MA212M,NA,MA,F,Wednesday,1103
MA312M,NA,MA,G,Friday,1103
MA312M,NA,MA,G,Monday,1103
MA312M,NA,MA,G,Wednesday,1103
MA746,NA,MA,A,Monday,1104
MA746,NA,MA,A,Thursday,1104
MA746,NA,MA,A,Tuesday,1104
MA746,NA,MA,A,Wednesday,1104
MA644,NA,MA,C1,Friday,1104
MA644,NA,MA,C1,Monday,1104
MA644,NA,MA,C1,Tuesday,1104
MA622,NA,MA,D1,Friday,1104
MA622,NA,MA,D1,Monday,1104
MA622,NA,MA,D1,Thursday,1104
MA505,NA,MA,E,Friday,1104
MA505,NA,MA,E,Thursday,1104
MA505,NA,MA,E,Wednesday,1104
MA691,NA,MA,E1,Friday,1104
MA691,NA,MA,E1,Thursday,1104
MA691,NA,MA,E1,Wednesday,1104
MA685,NA,MA,I,Thursday,1104
MA685,NA,MA,I,Tuesday,1104
CS203,NA,CSE,B,Friday,1201
CS203,NA,CSE,B,Monday,1201
CS203,NA,CSE,B,Tuesday,1201
CS203,NA,CSE,B,Wednesday,1201
CS242,NA,CSE,C,Friday,1201
CS242,NA,CSE,C,Monday,1201
CS242,NA,CSE,C,Thursday,1201
CS242,NA,CSE,C,Tuesday,1201
CS204,NA,CSE,D,Friday,1201
CS204,NA,CSE,D,Monday,1201
CS204,NA,CSE,D,Thursday,1201
CS204,NA,CSE,D,Wednesday,1201
CS549,NA,CSE,D1,Friday,1201
CS549,NA,CSE,D1,Monday,1201
CS549,NA,CSE,D1,Thursday,1201
CS549,NA,CSE,D1,Wednesday,1201
CS206M,NA,CSE,F,Friday,1201
CS206M,NA,CSE,F,Monday,1201
CS206M,NA,CSE,F,Wednesday,1201
ME662,NA,ME,A,Wednesday,1203
ME695,NA,ME,A,Monday,1203
ME665,NA,ME,A1,Wednesday,1203
ME672,NA,ME,A1,Tuesday,1203
ME662,NA,ME,B,Monday,1203
ME662,NA,ME,B,Tuesday,1203
ME532,NA,ME,C,Tuesday,1203
ME613,NA,ME,C,Thursday,1203
ME670,NA,ME,C1,Friday,1203
ME532,NA,ME,D,Monday,1203
ME532,NA,ME,D,Thursday,1203
ME695,NA,ME,D,Wednesday,1203
ME665,NA,ME,D1,Friday,1203
ME670,NA,ME,D1,Thursday,1203
ME613,NA,ME,E,Wednesday,1203
ME672,NA,ME,E,Friday,1203
ME672,NA,ME,E,Thursday,1203
ME695,NA,ME,E,Tuesday,1203
ME665,NA,ME,E1,Thursday,1203
ME670,NA,ME,E1,Wednesday,1203
ME554,NA,ME,F,Friday,1203
ME554,NA,ME,F,Wednesday,1203
ME613,NA,ME,F,Monday,1203
ME654,NA,ME,F,Friday,1203
ME654,NA,ME,F,Wednesday,1203
ME554,NA,ME,H,Thursday,1203
ME654,NA,ME,H,Thursday,1203
RT520,NA,CRT,A1,Monday,1206
RT520,NA,CRT,A1,Thursday,1206
RT515,NA,CRT,B,Wednesday,1206
HS203,NA,CRT,B1,Tuesday,1206
RT520,NA,CRT,B1,Monday,1206
RT520,NA,CRT,B1,Wednesday,1206
RT515,NA,CRT,D,Friday,1206
RT515,NA,CRT,D,Monday,1206
RT517,NA,CRT,D1,Monday,1206
RT517,NA,CRT,D1,Thursday,1206
RT517,NA,CRT,E1,Wednesday,1206
RT520,NA,CRT,E1,Tuesday,1206
HS203,NA,CRT,H,Thursday,1206
HS203,NA,CRT,H,Tuesday,1206
RT514,NA,CRT,H,Thursday,1206
RT514,NA,CRT,H,Tuesday,1206
HS421,NA,HSS,A,Thursday,1207
HS421,NA,HSS,A,Tuesday,1207
HS421,NA,HSS,A,Wednesday,1207
BT632,NA,BSBE,C,Friday,1207
BT632,NA,BSBE,C,Monday,1207
BT632,NA,BSBE,C,Tuesday,1207
HS220,NA,HSS,E,Friday,1207
HS220,NA,HSS,E,Thursday,1207
HS220,NA,HSS,E,Wednesday,1207
CS503,NA,CSE,A1,Thursday,2001
CS503,NA,CSE,A1,Tuesday,2001
CS503,NA,CSE,A1,Wednesday,2001
CS525,NA,CSE,B,Friday,2001
CS525,NA,CSE,B,Monday,2001
CS525,NA,CSE,B,Tuesday,2001
CS525,NA,CSE,B,Wednesday,2001
CS666,NA,CSE,D,Friday,2001
CS666,NA,CSE,D,Monday,2001
CS666,NA,CSE,D,Thursday,2001
CS666,NA,CSE,D,Wednesday,2001
CS501,NA,CSE,E,Friday,2001
CS501,NA,CSE,E,Thursday,2001
CS501,NA,CSE,E,Tuesday,2001
CS501,NA,CSE,E,Wednesday,2001
CS561,NA,CSE,E1,Friday,2001
CS561,NA,CSE,E1,Thursday,2001
CS561,NA,CSE,E1,Tuesday,2001
CS561,NA,CSE,E1,Wednesday,2001
EE525,NA,EEE,A,Tuesday,2002
EE525,NA,EEE,B,Monday,2002
EE667,NA,EEE,B1,Monday,2002
EE667,NA,EEE,B1,Tuesday,2002
EE667,NA,EEE,B1,Wednesday,2002
EE663,NA,EEE,C,Thursday,2002
EE668,NA,EEE,C1,Friday,2002
EE668,NA,EEE,C1,Monday,2002
EE668,NA,EEE,C1,Tuesday,2002
EE648,NA,EEE,D1,Friday,2002
EE648,NA,EEE,D1,Monday,2002
EE648,NA,EEE,D1,Thursday,2002
EE525,NA,EEE,E,Friday,2002
EE647,NA,EEE,E1,Friday,2002
EE647,NA,EEE,E1,Thursday,2002
EE647,NA,EEE,E1,Wednesday,2002
EE213M,NA,EEE,F,Friday,2002
EE213M,NA,EEE,F,Monday,2002
EE213M,NA,EEE,F,Wednesday,2002
HS415,NA,HSS,A,Thursday,2101
HS415,NA,HSS,A,Tuesday,2101
HS415,NA,HSS,A,Wednesday,2101
EE671,NA,EEE,C,Friday,2101
EE671,NA,EEE,C,Monday,2101
EE671,NA,EEE,C,Tuesday,2101
HS224,NA,HSS,E,Friday,2101
HS224,NA,HSS,E,Thursday,2101
HS224,NA,HSS,E,Wednesday,2101
CH419,NA,CH,E1,Friday,2101
CH419,NA,CH,E1,Thursday,2101
CH419,NA,CH,E1,Wednesday,2101
HS420,NA,HSS,A,Thursday,2102
HS420,NA,HSS,A,Tuesday,2102
HS420,NA,HSS,A,Wednesday,2102
CL206,NA,CL,A1,Wednesday,2102
CL206,NA,CL,B1,Wednesday,2102
HS226,NA,HSS,E,Friday,2102
HS226,NA,HSS,E,Thursday,2102
HS226,NA,HSS,E,Wednesday,2102
CL206,NA,CL,E1,Wednesday,2102
EE203,NA,EEE,A,Wednesday,2201
EE230T,NA,EEE,A,Monday,2201
EE270,NA,EEE,A,Thursday,2201
EE270,NA,EEE,A,Tuesday,2201
EE337,NA,EEE,A1,Thursday,2201
EE337,NA,EEE,A1,Tuesday,2201
EE337,NA,EEE,A1,Wednesday,2201
EE221,NA,EEE,B,Monday,2201
EE221,NA,EEE,B,Tuesday,2201
EE221,NA,EEE,B,Wednesday,2201
EE626,NA,EEE,B,Friday,2201
EE360,NA,EEE,B1,Monday,2201
EE360,NA,EEE,B1,Tuesday,2201
EE360,NA,EEE,B1,Wednesday,2201
EE203,NA,EEE,C,Monday,2201
EE203,NA,EEE,C,Tuesday,2201
EE270,NA,EEE,C,Friday,2201
EE626,NA,EEE,C,Thursday,2201
EE340,NA,EEE,C1,Friday,2201
EE340,NA,EEE,C1,Monday,2201
EE340,NA,EEE,C1,Tuesday,2201
EE221T,NA,EEE,D,Wednesday,2201
EE230,NA,EEE,D,Friday,2201
EE230,NA,EEE,D,Monday,2201
EE230,NA,EEE,D,Thursday,2201
EE626,NA,EEE,E,Tuesday,2201
EE642,NA,EEE,F,Friday,2201
EE642,NA,EEE,F,Wednesday,2201
EE322M,NA,EEE,G,Friday,2201
EE322M,NA,EEE,G,Monday,2201
EE322M,NA,EEE,G,Wednesday,2201
EE642,NA,EEE,H,Thursday,2201
EE534,NA,EEE,A,Tuesday,2202
EE652,NA,EEE,A,Thursday,2202
EE385,NA,EEE,A1,Thursday,2202
EE385,NA,EEE,A1,Tuesday,2202
EE385,NA,EEE,A1,Wednesday,2202
EE533,NA,EEE,B,Wednesday,2202
EE636,NA,EEE,B,Tuesday,2202
EE652,NA,EEE,C,Tuesday,2202
EE636,NA,EEE,D,Friday,2202
EE636,NA,EEE,D,Monday,2202
EE351,NA,EEE,D1,Friday,2202
EE351,NA,EEE,D1,Monday,2202
EE351,NA,EEE,D1,Thursday,2202
EE533,NA,EEE,E,Friday,2202
EE534,NA,EEE,E,Wednesday,2202
EE551,NA,EEE,E,Thursday,2202
EE632,NA,EEE,E1,Friday,2202
EE632,NA,EEE,E1,Thursday,2202
EE632,NA,EEE,E1,Wednesday,2202
EE534,NA,EEE,F,Monday,2202
EE533,NA,EEE,H,Tuesday,2202
MA571,NA,MA,A,Monday,2203
MA571,NA,MA,A,Thursday,2203
MA571,NA,MA,A,Tuesday,2203
MA571,NA,MA,A,Wednesday,2203
CS503,NA,CSE,A1,Monday,2203
MA321,NA,MA,A1,Monday,2203
MA321,NA,MA,A1,Thursday,2203
MA321,NA,MA,A1,Tuesday,2203
MA321,NA,MA,A1,Wednesday,2203
MA573,NA,MA,B,Friday,2203
MA573,NA,MA,B,Monday,2203
MA573,NA,MA,B,Tuesday,2203
MA573,NA,MA,B,Wednesday,2203
MA351,NA,MA,B1,Monday,2203
MA351,NA,MA,B1,Tuesday,2203
MA351,NA,MA,B1,Wednesday,2203
MA513,NA,MA,C,Friday,2203
MA513,NA,MA,C,Monday,2203
MA513,NA,MA,C,Tuesday,2203
MA502,NA,MA,D,Friday,2203
MA502,NA,MA,D,Monday,2203
MA502,NA,MA,D,Thursday,2203
CS348,NA,CSE,D1,Friday,2203
CS348,NA,CSE,D1,Monday,2203
CS348,NA,CSE,D1,Thursday,2203
CS348,NA,CSE,D1,Wednesday,2203
MA477,NA,MA,E,Friday,2203
MA477,NA,MA,E,Thursday,2203
MA477,NA,MA,E,Wednesday,2203
MA373,NA,MA,E1,Friday,2203
MA373,NA,MA,E1,Thursday,2203
MA373,NA,MA,E1,Wednesday,2203
CS346,NA,CSE,B1,Friday,2204
CS346,NA,CSE,B1,Monday,2204
CS346,NA,CSE,B1,Tuesday,2204
CS346,NA,CSE,B1,Wednesday,2204
CS526,NA,CSE,C,Friday,2204
CS526,NA,CSE,C,Monday,2204
CS526,NA,CSE,C,Thursday,2204
CS526,NA,CSE,C,Tuesday,2204
CS350M,NA,CSE,G,Friday,2204
CS350M,NA,CSE,G,Monday,2204
CS350M,NA,CSE,G,Wednesday,2204
CH603,NA,CH,A,Thursday,3003
CH603,NA,CH,A,Tuesday,3003
CH603,NA,CH,A,Wednesday,3003
CH611,NA,CH,B,Monday,3003
CH611,NA,CH,B,Tuesday,3003
CH611,NA,CH,B,Wednesday,3003
CH621,NA,CH,C,Friday,3003
CH621,NA,CH,C,Monday,3003
CH621,NA,CH,C,Tuesday,3003
CH623,NA,CH,D,Friday,3003
CH623,NA,CH,D,Monday,3003
CH623,NA,CH,D,Thursday,3003
CH630,NA,CH,E,Friday,3003
CH630,NA,CH,E,Thursday,3003
CH630,NA,CH,E,Wednesday,3003
EE503,NA,EEE,A,Tuesday,3101
EE625,NA,EEE,A1,Thursday,3101
EE625,NA,EEE,A1,Tuesday,3101
EE625,NA,EEE,A1,Wednesday,3101
EE333,NA,EEE,B,Friday,3101
EE503,NA,EEE,B,Monday,3101
EE663,NA,EEE,B,Tuesday,3101
EE621,NA,EEE,B1,Monday,3101
EE621,NA,EEE,B1,Tuesday,3101
EE621,NA,EEE,B1,Wednesday,3101
EE333,NA,EEE,C,Thursday,3101
EE503,NA,EEE,D,Friday,3101
EE663,NA,EEE,D,Monday,3101
EE645,NA,EEE,D1,Friday,3101
EE645,NA,EEE,D1,Monday,3101
EE645,NA,EEE,D1,Thursday,3101
EE333,NA,EEE,E,Tuesday,3101
EE561,NA,EEE,E,Friday,3101
EE561,NA,EEE,F,Monday,3101
EE561,NA,EEE,F,Wednesday,3101
CE504,NA,CE,A,Thursday,3102
CE504,NA,CE,A,Tuesday,3102
CE504,NA,CE,A,Wednesday,3102
CE514,NA,CE,A1,Thursday,3102
CE514,NA,CE,A1,Tuesday,3102
CE514,NA,CE,A1,Wednesday,3102
CE652,NA,CE,A1,Monday,3102
CE606,NA,CE,B,Monday,3102
CE606,NA,CE,B,Tuesday,3102
CE606,NA,CE,B,Wednesday,3102
CE564,NA,CE,B1,Monday,3102
CE564,NA,CE,B1,Tuesday,3102
CE564,NA,CE,B1,Wednesday,3102
CE505,NA,CE,C,Friday,3102
CE505,NA,CE,C,Monday,3102
CE505,NA,CE,C,Tuesday,3102
CE607,NA,CE,C1,Friday,3102
CE607,NA,CE,C1,Monday,3102
CE607,NA,CE,C1,Tuesday,3102
CE652,NA,CE,C1,Thursday,3102
CE643,NA,CE,D,Friday,3102
CE643,NA,CE,D,Monday,3102
CE643,NA,CE,D,Thursday,3102
CE623,NA,CE,D1,Friday,3102
CE623,NA,CE,D1,Monday,3102
CE608,NA,CE,E,Friday,3102
CE608,NA,CE,E,Thursday,3102
CE608,NA,CE,E,Wednesday,3102
CE649,NA,CE,E1,Thursday,3102
CE649,NA,CE,E1,Tuesday,3102
CE649,NA,CE,E1,Wednesday,3102
CE652,NA,CE,E1,Friday,3102
CE307,NA,CE,F,Friday,3102
CE307,NA,CE,H,Thursday,3102
CE652,NA,CE,K,Monday,3102
HS414,NA,HSS,A,Thursday,3202
HS414,NA,HSS,A,Tuesday,3202
HS414,NA,HSS,A,Wednesday,3202
EE664,NA,EEE,C,Friday,3202
EE664,NA,EEE,C,Monday,3202
EE664,NA,EEE,C,Tuesday,3202
HS213,NA,HSS,E,Friday,3202
HS213,NA,HSS,E,Thursday,3202
HS213,NA,HSS,E,Wednesday,3202
CH501,NA,CH,F,Friday,3303
CH501,NA,CH,F,Monday,3303
CH501,NA,CH,F,Wednesday,3303
CE616,NA,CE,C,Friday,4001
CE616,NA,CE,C,Monday,4001
CE616,NA,CE,C,Tuesday,4001
HS234,NA,HSS,E,Friday,4001
HS234,NA,HSS,E,Thursday,4001
HS234,NA,HSS,E,Wednesday,4001
CL634,NA,CL,A1,Monday,4002
CL634,NA,CL,A1,Thursday,4002
CL634,NA,CL,A1,Tuesday,4002
CL634,NA,CL,A1,Wednesday,4002
CL638,NA,CL,B1,Friday,4002
CL638,NA,CL,B1,Monday,4002
CL638,NA,CL,B1,Tuesday,4002
CL638,NA,CL,B1,Wednesday,4002
CL623,NA,CL,C1,Friday,4002
CL623,NA,CL,C1,Monday,4002
CL623,NA,CL,C1,Thursday,4002
CL623,NA,CL,C1,Tuesday,4002
CL622,NA,CL,D1,Friday,4002
CL622,NA,CL,D1,Monday,4002
CL622,NA,CL,D1,Thursday,4002
CL622,NA,CL,D1,Wednesday,4002
CL252M,NA,CL,F,Friday,4002
CL252M,NA,CL,F,Monday,4002
CL252M,NA,CL,F,Wednesday,4002
CL352M,NA,CL,G,Friday,4002
CL352M,NA,CL,G,Monday,4002
CL352M,NA,CL,G,Wednesday,4002
PH302,NA,PH,A,Thursday,4003
PH306,NA,PH,A,Wednesday,4003
PH308,NA,PH,A,Tuesday,4003
PH462,NA,PH,A1,Wednesday,4003
PH302,NA,PH,B,Tuesday,4003
PH308,NA,PH,B,Wednesday,4003
PH414,NA,PH,B1,Monday,4003
PH414,NA,PH,B1,Wednesday,4003
PH462,NA,PH,B1,Tuesday,4003
PH304,NA,PH,C,Monday,4003
PH304,NA,PH,C,Tuesday,4003
PH462,NA,PH,C1,Monday,4003
PH306,NA,PH,D,Monday,4003
PH306,NA,PH,D,Thursday,4003
PH414,NA,PH,D1,Thursday,4003
PH302,NA,PH,E,Wednesday,4003
PH304,NA,PH,E,Thursday,4003
PH446,NA,PH,E1,Friday,4003
PH446,NA,PH,E1,Thursday,4003
PH446,NA,PH,E1,Wednesday,4003
PH402,NA,PH,A,Wednesday,4004
PH408,NA,PH,A,Thursday,4004
PH408,NA,PH,A,Tuesday,4004
PH702,NA,PH,A1,Wednesday,4004
PH703,NA,PH,A1,Tuesday,4004
PH404,NA,PH,B,Monday,4004
PH404,NA,PH,B,Tuesday,4004
PH406,NA,PH,B,Wednesday,4004
PH703,NA,PH,B1,Monday,4004
PH704,NA,PH,B1,Tuesday,4004
PH704,NA,PH,B1,Wednesday,4004
PH402,NA,PH,C,Thursday,4004
PH402,NA,PH,C,Tuesday,4004
PH406,NA,PH,C,Friday,4004
PH406,NA,PH,C,Monday,4004
PH702,NA,PH,C1,Monday,4004
PH703,NA,PH,C1,Thursday,4004
PH706,NA,PH,C1,Friday,4004
PH406,NA,PH,D,Thursday,4004
PH410,NA,PH,D,Friday,4004
PH410,NA,PH,D,Monday,4004
PH410,NA,PH,D,Wednesday,4004
PH704,NA,PH,D1,Friday,4004
PH706,NA,PH,D1,Thursday,4004
PH404,NA,PH,E,Friday,4004
PH404,NA,PH,E,Wednesday,4004
PH410,NA,PH,E,Thursday,4004
PH702,NA,PH,E1,Friday,4004
PH706,NA,PH,E1,Wednesday,4004
PH382M,NA,PH,G,Friday,4004
PH382M,NA,PH,G,Monday,4004
PH382M,NA,PH,G,Wednesday,4004
CH438,NA,CH,C,Friday,4005
CH438,NA,CH,C,Monday,4005
CH438,NA,CH,C,Tuesday,4005
CH643,NA,CH,C,Friday,4005
CH643,NA,CH,C,Monday,4005
CH643,NA,CH,C,Tuesday,4005
HS237,NA,HSS,E,Friday,4005
HS237,NA,HSS,E,Thursday,4005
HS237,NA,HSS,E,Wednesday,4005
CH411,NA,CH,A,Monday,4006
CH411,NA,CH,A,Thursday,4006
CH411,NA,CH,A,Tuesday,4006
CH411,NA,CH,A,Wednesday,4006
CH637,NA,CH,A1,Monday,4006
CH637,NA,CH,A1,Thursday,4006
CH637,NA,CH,A1,Tuesday,4006
CH637,NA,CH,A1,Wednesday,4006
CH421,NA,CH,B,Friday,4006
CH421,NA,CH,B,Monday,4006
CH421,NA,CH,B,Tuesday,4006
CH421,NA,CH,B,Wednesday,4006
CH625,NA,CH,B1,Friday,4006
CH625,NA,CH,B1,Monday,4006
CH625,NA,CH,B1,Tuesday,4006
CH625,NA,CH,B1,Wednesday,4006
CH432,NA,CH,C,Friday,4006
CH432,NA,CH,C,Monday,4006
CH432,NA,CH,C,Thursday,4006
CH432,NA,CH,C,Tuesday,4006
CH617,NA,CH,C1,Friday,4006
CH617,NA,CH,C1,Monday,4006
CH617,NA,CH,C1,Thursday,4006
CH617,NA,CH,C1,Tuesday,4006
CH433,NA,CH,D,Friday,4006
CH433,NA,CH,D,Monday,4006
CH433,NA,CH,D,Thursday,4006
CH433,NA,CH,D,Wednesday,4006
CH615,NA,CH,D1,Friday,4006
CH615,NA,CH,D1,Monday,4006
CH615,NA,CH,D1,Thursday,4006
CH615,NA,CH,D1,Wednesday,4006
CH640,NA,CH,E1,Friday,4006
CH640,NA,CH,E1,Thursday,4006
CH640,NA,CH,E1,Tuesday,4006
CH640,NA,CH,E1,Wednesday,4006
EE551,NA,EEE,A,Tuesday,4101
EE631,NA,EEE,A1,Thursday,4101
EE673,NA,EEE,A1,Tuesday,4101
EE673,NA,EEE,A1,Wednesday,4101
EE580,NA,EEE,B,Friday,4101
EE653,NA,EEE,B1,Monday,4101
EE653,NA,EEE,B1,Tuesday,4101
EE653,NA,EEE,B1,Wednesday,4101
EE551,NA,EEE,C,Friday,4101
EE580,NA,EEE,C,Thursday,4101
EE634,NA,EEE,C1,Friday,4101
EE634,NA,EEE,C1,Monday,4101
EE634,NA,EEE,C1,Tuesday,4101
EE652,NA,EEE,D,Monday,4101
EE631,NA,EEE,D1,Friday,4101
EE631,NA,EEE,D1,Monday,4101
